CENSO;Regional;Munic¡pio;Nome;email
33127514;METROPOLITANA IV;RIO DE JANEIRO;CE MARECHAL RONDON;cemarechalrondon@educacao.rj.gov.br
33128600;METROPOLITANA IV;RIO DE JANEIRO;CE BARAO DE ITARARE;cebaraodeitarare@educacao.rj.gov.br
33128618;METROPOLITANA IV;RIO DE JANEIRO;CE CARLOS MAGNO NAZARETH CERQUEIRA;cecmncerqueira@educacao.rj.gov.br
33136424;METROPOLITANA IV;RIO DE JANEIRO;CE PROFESSORA VILMA ATANAZIO;ceprofavilmaatanazio@educacao.rj.gov.br
33136432;METROPOLITANA IV;RIO DE JANEIRO;CE PROFESSORA VANIA DO AMARAL MATIAS EDDE;ceprofvaniadoamaralmatiasedde@educacao.rj.gov.br
33136459;METROPOLITANA IV;RIO DE JANEIRO;CE PROFESSORA ALBA CANIZARES DO NASCIMENTO;cealbacanizares@educacao.rj.gov.br
33136475;METROPOLITANA IV;RIO DE JANEIRO;CE MONSENHOR MIGUEL DE SANTA MARIA MOCHON;cemonsenhormiguelsantnamariamochon@educacao.rj.gov.br
33136483;METROPOLITANA IV;RIO DE JANEIRO;CE GANDHI;cegandhi@educacao.rj.gov.br
33136505;METROPOLITANA IV;RIO DE JANEIRO;CE PROFESSORA JEANNETTE DE SOUZA COELHO MANNARINO;cejeannettemannarino@educacao.rj.gov.br
33136513;METROPOLITANA IV;RIO DE JANEIRO;CE ROSARIA TROTTA;cerosariatrotta@educacao.rj.gov.br
33136696;METROPOLITANA IV;RIO DE JANEIRO;CE LIBERDADE;celiberdade@educacao.rj.gov.br
33138354;METROPOLITANA IV;RIO DE JANEIRO;CE PROFESSOR OZEAS GOMES LARANGEIRA;ceprofozeasgomeslarangeira@educacao.rj.gov.br
33149119;METROPOLITANA IV;RIO DE JANEIRO;CE CE CARLOS ARNOLDO ABRUZZINI DA FONSECA;cecarlosarnoldoabruzzinidafonseca@educacao.rj.gov.br
33157065;METROPOLITANA IV;RIO DE JANEIRO;CE ERICH WALTER HEINE;ceerichwalterheine@educacao.rj.gov.br
33170150;METROPOLITANA IV;RIO DE JANEIRO;CE HEBE CAMARGO;cehebecamargo@educacao.rj.gov.br
33508232;METROPOLITANA IV;RIO DE JANEIRO;CE JORNALISTA ARTUR DA TAVOLA;cejornalistaarturdatavola@educacao.rj.gov.br
33048282;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 087 CLEMENTINA DE JESUS;ciep087@educacao.rj.gov.br
33048304;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 031 LIRIO DO LAGUNA;ciep031@educacao.rj.gov.br
33048312;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 226 PORTO DA ESTRELA;ciep226@educacao.rj.gov.br
33048320;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 131 PROFESSORA ARMANDA ALVARO ALBERTO;ciep131@educacao.rj.gov.br
33048339;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 098 PROFESSORA HILDA DO CARMO SIQUEIRA;ciep098@educacao.rj.gov.br
33048347;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 198 PROFESSORA ROZA FERREIRA DE MATTOS;ciep198@educacao.rj.gov.br
33048444;METROPOLITANA V ;DUQUE DE CAXIAS;CE ALVARO NEGROMONTE;cealvaronegromonte@educacao.rj.gov.br
33048452;METROPOLITANA V ;DUQUE DE CAXIAS;CE AURA BARRETO;ceaurabarreto@educacao.rj.gov.br
33048460;METROPOLITANA V ;DUQUE DE CAXIAS;CE DULCE PETRI;cedulcepetri@educacao.rj.gov.br
33048479;METROPOLITANA V ;DUQUE DE CAXIAS;CE DUQUE DE CAXIAS;ceduquedecaxias_rj@educacao.rj.gov.br
33048487;METROPOLITANA V ;DUQUE DE CAXIAS;CE FIDELIS MEDEIROS;cefidelismedeiros@educacao.rj.gov.br
33048495;METROPOLITANA V ;DUQUE DE CAXIAS;CE GUADALAJARA;ceguadalajara@educacao.rj.gov.br
33048509;METROPOLITANA V ;DUQUE DE CAXIAS;CE IRINEU MARINHO;ceirineumarinho@educacao.rj.gov.br
33048517;METROPOLITANA V ;DUQUE DE CAXIAS;CE RUI BARBOSA;ceruibarbosa_dc@educacao.rj.gov.br
33048797;METROPOLITANA V ;DUQUE DE CAXIAS;CE PROFESSORA NORMA TOOP URUGUAY;ceprofnormaturuguay@educacao.rj.gov.br
33048835;METROPOLITANA V ;DUQUE DE CAXIAS;EE ARARIBOIA;eearariboia@educacao.rj.gov.br
33048843;METROPOLITANA V ;DUQUE DE CAXIAS;EE BAIRRO SENHOR DO BONFIM;eebairrosenhordobonfim@educacao.rj.gov.br
33048860;METROPOLITANA V ;DUQUE DE CAXIAS;CE DOUTOR IGNACIO BEZERRA DE MENEZES;cedoutorignaciobezerrademenezes@educacao.rj.gov.br
33048878;METROPOLITANA V ;DUQUE DE CAXIAS;CE EUCLIDES DA CUNHA;ceeuclidesdacunha@educacao.rj.gov.br
33048886;METROPOLITANA V ;DUQUE DE CAXIAS;CE EVANGELINA PORTO DA MOTTA;ceevangelinaportodamotta@educacao.rj.gov.br
33048908;METROPOLITANA V ;DUQUE DE CAXIAS;CE GETULIO VARGAS;cegetuliovargas@educacao.rj.gov.br
33048916;METROPOLITANA V ;DUQUE DE CAXIAS;EE GILBERTO FREIRE;eegilbertofreire@educacao.rj.gov.br
33048932;METROPOLITANA V ;DUQUE DE CAXIAS;CE HERBERT MOSES;ceherbertmoses@educacao.rj.gov.br
33048940;METROPOLITANA V ;DUQUE DE CAXIAS;CE LARA VILLELA;celaravillela@educacao.rj.gov.br
33048959;METROPOLITANA V ;DUQUE DE CAXIAS;CE LIA MARCIA GONCALVES PANARO;celiamarciagoncalvespanaro@educacao.rj.gov.br
33048975;METROPOLITANA V ;DUQUE DE CAXIAS;CE MIGUEL COUTO;cemiguelcouto_dc@educacao.rj.gov.br
33048991;METROPOLITANA V ;DUQUE DE CAXIAS;CE PROFESSOR JOSE DE SOUZA HERDY;ceprofessorjosedesouzaherdy@educacao.rj.gov.br
33049017;METROPOLITANA V ;DUQUE DE CAXIAS;CE SAO BENTO;cesaobento@educacao.rj.gov.br
33049025;METROPOLITANA V ;DUQUE DE CAXIAS;CE VINICIUS DE MORAES;ceviniciusdemoraesrio@educacao.rj.gov.br
33049033;METROPOLITANA V ;DUQUE DE CAXIAS;CE ZUMBI DOS PALMARES;cezumbidospalmares@educacao.rj.gov.br
33049475;METROPOLITANA V ;DUQUE DE CAXIAS;IE GOVERNADOR ROBERTO SILVEIRA;iegovernadorrobertosilveira@educacao.rj.gov.br
33049688;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 032 CORA CORALINA;ciep032@educacao.rj.gov.br
33049696;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 369 JORNALISTA SANDRO MOREYRA;ciep369@educacao.rj.gov.br
33049700;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 208 ALCEU AMOROSO LIMA;ciep208@educacao.rj.gov.br
33049718;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 228 DARCY VARGAS;ciep228@educacao.rj.gov.br
33049726;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 089 GRACILIANO RAMOS;ciep089@educacao.rj.gov.br
33049734;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 035 MARECHAL HENRIQUE TEIXEIRA LOTT;ciep035@educacao.rj.gov.br
33049742;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 118 VEREADOR VILSON CAMPOS MACEDO;ciep118@educacao.rj.gov.br
33049785;METROPOLITANA V ;DUQUE DE CAXIAS;CE ADELINA CASTRO;ceadelinacastro@educacao.rj.gov.br
33049793;METROPOLITANA V ;DUQUE DE CAXIAS;CE ALEXANDER GRAHAM BELL;cealexsandergrahambell@educacao.rj.gov.br
33049807;METROPOLITANA V ;DUQUE DE CAXIAS;CE FREI HENRIQUE DE COIMBRA;cefreihenriquedecoimbra@educacao.rj.gov.br
33049815;METROPOLITANA V ;DUQUE DE CAXIAS;CE SANTO INACIO;cesantoinacio@educacao.rj.gov.br
33049920;METROPOLITANA V ;DUQUE DE CAXIAS;CE ABDALA CHAMA;ceabdalachama@educacao.rj.gov.br
33049947;METROPOLITANA V ;DUQUE DE CAXIAS;EE ASSIS CHATEAUBRIAND;eeassischateaubriand@educacao.rj.gov.br
33049963;METROPOLITANA V ;DUQUE DE CAXIAS;CE EMBAIXADOR RAUL FERNANDES;ceembaixadorraulfernandes@educacao.rj.gov.br
33049980;METROPOLITANA V ;DUQUE DE CAXIAS;CE HELIO RANGEL;ceheliorangel@educacao.rj.gov.br
33049998;METROPOLITANA V ;DUQUE DE CAXIAS;EE JOAO XXIII;eejoaoxxiii@educacao.rj.gov.br
33050015;METROPOLITANA V ;DUQUE DE CAXIAS;CE MARECHAL RONDON;cemarechalrondon_dc@educacao.rj.gov.br
33050023;METROPOLITANA V ;DUQUE DE CAXIAS;CE MINAS GERAIS;ceminasgerais@educacao.rj.gov.br
33050031;METROPOLITANA V ;DUQUE DE CAXIAS;CE PROFESSORA VERA LUCIA TAVARES ROMAO;ceprofaveraluciatavaresromao@educacao.rj.gov.br
33050040;METROPOLITANA V ;DUQUE DE CAXIAS;EE PROFESSORA CORDELIA PAIVA;eeprofacordeliapaiva@educacao.rj.gov.br
33050058;METROPOLITANA V ;DUQUE DE CAXIAS;EE PROFESSORA SARAH FARIA BRAZ;eeprofasarahfariabraz@educacao.rj.gov.br
33050422;METROPOLITANA V ;DUQUE DE CAXIAS;CE FERNANDO FIGUEIREDO;ce.fernandofigueiredo@educacao.rj.gov.br
33050430;METROPOLITANA V ;DUQUE DE CAXIAS;CE PADRE ANCHIETA;cepadreanchieta@educacao.rj.gov.br
33050490;METROPOLITANA V ;DUQUE DE CAXIAS;CE DOUTOR ALFREDO BACKER;cedoutoralfredobacker@educacao.rj.gov.br
33050503;METROPOLITANA V ;DUQUE DE CAXIAS;CE MANOEL BANDEIRA;cemanoelbandeira@educacao.rj.gov.br
33050511;METROPOLITANA V ;DUQUE DE CAXIAS;CE NOVA AMERICA;cenovaamerica@educacao.rj.gov.br
33050538;METROPOLITANA V ;DUQUE DE CAXIAS;CE OPERARIO JOAO VICENTE;ceoperariojoaovicente@educacao.rj.gov.br
33050546;METROPOLITANA V ;DUQUE DE CAXIAS;CE PARADA ANGELICA;eeparadaangelica@educacao.rj.gov.br
33050554;METROPOLITANA V ;DUQUE DE CAXIAS;CE PROFESSOR FRANCISCO PORTUGAL NEVES;ceprofessorfranciscoportugalneves@educacao.rj.gov.br
33050570;METROPOLITANA V ;DUQUE DE CAXIAS;CE PROFESSORA MINERVINA BARBOSA DE CASTRO;ceprofaminervinabarbosadecastro@educacao.rj.gov.br
33050759;METROPOLITANA V ;DUQUE DE CAXIAS;CE BARAO DE MAUA;cebaraodemaua_dc@educacao.rj.gov.br
33050767;METROPOLITANA V ;DUQUE DE CAXIAS;CE CIRCULO OPERARIO;ceco@educacao.rj.gov.br
33050791;METROPOLITANA V ;DUQUE DE CAXIAS;CE ALEMY TAVARES DA SILVA;cealemytavaresdasilva@educacao.rj.gov.br
33050805;METROPOLITANA V ;DUQUE DE CAXIAS;CE HERVALINA DINIZ PIRES;cehervalinadinizpires@educacao.rj.gov.br
33050813;METROPOLITANA V ;DUQUE DE CAXIAS;CE MONTEIRO LOBATO;cemonteirolobato_xerem@educacao.rj.gov.br
33050848;METROPOLITANA V ;DUQUE DE CAXIAS;CE SANTO ANTONIO;cesantoantonio@educacao.rj.gov.br
33096694;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 476 ELIAS LAZARONI;ciepbrizolao476@educacao.rj.gov.br
33097810;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 348 EUGENIA MOREYRA;ciep348@educacao.rj.gov.br
33097895;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 404 CLARICE LISPECTOR;ciep404@educacao.rj.gov.br
33098816;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 340 PROFESSORA LAIS MARTINS;ciep340@educacao.rj.gov.br
33099073;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 199 CHARLES CHAPLIN;ciep199@educacao.rj.gov.br
33099189;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 434 PROFESSORA MARIA JOSE MACHADO;ciep434@educacao.rj.gov.br
33099200;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 229 CANDIDO PORTINARI;ciep229@educacao.rj.gov.br
33099227;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 370 PROFESSOR SYLVIO GNECCO DE CARVALHO;ciep370@educacao.rj.gov.br
33099235;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 218 MINISTRO HERMES LIMA;ciep218@educacao.rj.gov.br
33099243;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 171 JOSE AMERICO PESSANHA;ciep171@educacao.rj.gov.br
33099286;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 350 TULIO ROBERTO CARDOSO QUINTILIANO;ciep350@educacao.rj.gov.br
33099766;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 209 ATAULFO ALVES;ciep209@educacao.rj.gov.br
33101620;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 176 CHICO MENDES;ciep176@educacao.rj.gov.br
33101655;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 320 ERCILIA ANTONIA DA SILVA;ciep320@educacao.rj.gov.br
33110220;METROPOLITANA V ;DUQUE DE CAXIAS;CIEP 201 AARAO STEINBRUCH;ciep201@educacao.rj.gov.br
33142882;METROPOLITANA V ;DUQUE DE CAXIAS;CE NOVA CAMPINA;cenovacampina@educacao.rj.gov.br
33062226;METROPOLITANA VI;RIO DE JANEIRO;CE REVERENDO MARTIN LUTHER KING;cermartinlutherking@educacao.rj.gov.br
33062340;METROPOLITANA VI;RIO DE JANEIRO;CAIC JOAQUIM DA SILVA XAVER - O TIRADENTES;caictiradentes@educacao.rj.gov.br
33062374;METROPOLITANA VI;RIO DE JANEIRO;CE REVERENDO HUGH CLARENCE TUCKER;cereverendoclarencetucker@educacao.rj.gov.br
33062668;METROPOLITANA VI;RIO DE JANEIRO;CE JULIA KUBITSCHEK;cejkrj@educacao.rj.gov.br
33062676;METROPOLITANA VI;RIO DE JANEIRO;CE SOUZA AGUIAR;cesouzaaguiar@educacao.rj.gov.br
33062919;METROPOLITANA VI;RIO DE JANEIRO;CE PAULO DE FRONTIN;cepaulofrontin@educacao.rj.gov.br
33062927;METROPOLITANA VI;RIO DE JANEIRO;CE TOMAS ANTONIO GONZAGA;cetomasantoniogonzaga@educacao.rj.gov.br
33063052;METROPOLITANA VI;RIO DE JANEIRO;CE MEM DE SA;cememdesa@educacao.rj.gov.br
33063389;METROPOLITANA VI;RIO DE JANEIRO;CE CHICO ANYSIO;cechicoanysio@educacao.rj.gov.br
33063397;METROPOLITANA VI;RIO DE JANEIRO;CE AMARO CAVALCANTI;ceamarocavalcanti@educacao.rj.gov.br
33063400;METROPOLITANA VI;RIO DE JANEIRO;CE MEXICO;cemexico@educacao.rj.gov.br
33063877;METROPOLITANA VI;RIO DE JANEIRO;CE DEODORO;cedeodoro@educacao.rj.gov.br
33063893;METROPOLITANA VI;RIO DE JANEIRO;CE JOAQUIM ABILIO BORGES;cejoaquimabilioborges@educacao.rj.gov.br
33063907;METROPOLITANA VI;RIO DE JANEIRO;CE JOSE DE ALENCAR;cejosedealencar@educacao.rj.gov.br
33063958;METROPOLITANA VI;RIO DE JANEIRO;CE RODRIGUES ALVES;eeesrodriguesalves@educacao.rj.gov.br
33064636;METROPOLITANA VI;RIO DE JANEIRO;CE ECA DE QUEIROS;ceecadequeiros@educacao.rj.gov.br
33064644;METROPOLITANA VI;RIO DE JANEIRO;CE INFANTE DOM HENRIQUE;ceidh@educacao.rj.gov.br
33064652;METROPOLITANA VI;RIO DE JANEIRO;CE PEDRO ALVARES CABRAL;cepedroalvarescabral@educacao.rj.gov.br
33064792;METROPOLITANA VI;RIO DE JANEIRO;CE CASTELNUOVO;cecastel@educacao.rj.gov.br
33064849;METROPOLITANA VI;RIO DE JANEIRO;CE ROMA;ceroma@educacao.rj.gov.br
33065217;METROPOLITANA VI;RIO DE JANEIRO;CE PROFESSOR ANTONIO MARIA TEIXEIRA FILHO;ceteixeirafilho@educacao.rj.gov.br
33065276;METROPOLITANA VI;RIO DE JANEIRO;CE ANDRE MAUROIS;ceandremaurois@educacao.rj.gov.br
33065284;METROPOLITANA VI;RIO DE JANEIRO;CE IGNACIO AZEVEDO DO AMARAL;ceignacioaamaral@educacao.rj.gov.br
33065292;METROPOLITANA VI;RIO DE JANEIRO;CE MANUEL BANDEIRA;cemanuelbandeira@educacao.rj.gov.br
33066027;METROPOLITANA VI;RIO DE JANEIRO;CE NILO PECANHA;cenilopecanha_rj@educacao.rj.gov.br
33066035;METROPOLITANA VI;RIO DE JANEIRO;CE OLAVO BILAC;ceolavobilac@educacao.rj.gov.br
33066043;METROPOLITANA VI;RIO DE JANEIRO;CE PROFESSOR ERNESTO FARIA;ceprofernestofaria@educacao.rj.gov.br
33066140;METROPOLITANA VI;RIO DE JANEIRO;CE GONCALVES DIAS;cegoncalvesdias@educacao.rj.gov.br
33066590;METROPOLITANA VI;RIO DE JANEIRO;CE ANTONIO PRADO JUNIOR;ceantoniopradojr@educacao.rj.gov.br
33066612;METROPOLITANA VI;RIO DE JANEIRO;CE PROFESSOR CLOVIS SALGADO;ceprofessorclovissalgado@educacao.rj.gov.br
33066620;METROPOLITANA VI;RIO DE JANEIRO;CE SOARES PEREIRA;cesoarespereira@educacao.rj.gov.br
33067783;METROPOLITANA VI;RIO DE JANEIRO;CE FRANCISCO CAMPOS;cefranciscocampos@educacao.rj.gov.br
33067791;METROPOLITANA VI;RIO DE JANEIRO;CE JOAO ALFREDO;cejoaoalfredo@educacao.rj.gov.br
33067805;METROPOLITANA VI;RIO DE JANEIRO;CE REPUBLICA ARGENTINA;cerepublicaargentina@educacao.rj.gov.br
33068011;METROPOLITANA VI;RIO DE JANEIRO;CE AFONSO PENA;c.e.chicoanysio@educacao.rj.gov.br
33071560;METROPOLITANA VI;RIO DE JANEIRO;CE DELFIM MOREIRA;cedelfimmoreira@educacao.rj.gov.br
33072337;METROPOLITANA VI;RIO DE JANEIRO;CE SARMIENTO;cesarmiento@educacao.rj.gov.br
33077088;METROPOLITANA VI;RIO DE JANEIRO;CE ADALGISA MONTEIRO;ceadalgisamonteiro@educacao.rj.gov.br
33077096;METROPOLITANA VI;RIO DE JANEIRO;CE ALBERTO PASQUALINI;cealbertopasqualini@educacao.rj.gov.br
33077100;METROPOLITANA VI;RIO DE JANEIRO;CE BRIGADEIRO SCHORCHT;cebrigadeiroschorcht@educacao.rj.gov.br
33077118;METROPOLITANA VI;RIO DE JANEIRO;CE CARLOS LACERDA;cecarloslacerda@educacao.rj.gov.br
33077126;METROPOLITANA VI;RIO DE JANEIRO;CE EDUARDO MONDLANE;ceeduardomondlane@educacao.rj.gov.br
33077134;METROPOLITANA VI;RIO DE JANEIRO;CE ENGENHEIRO BERNARDO SAYAO;ceengenheirobernardosayao@educacao.rj.gov.br
33077142;METROPOLITANA VI;RIO DE JANEIRO;CE MAHATMA GANDHI;cemahatmagandhi@educacao.rj.gov.br
33077150;METROPOLITANA VI;RIO DE JANEIRO;CE PEDRO ALEIXO;cepedroaleixo@educacao.rj.gov.br
33077169;METROPOLITANA VI;RIO DE JANEIRO;CE EUNICE WEAVER;ceeuniceweaver@educacao.rj.gov.br
33077177;METROPOLITANA VI;RIO DE JANEIRO;CE PRESIDENTE JOAO GOULART;cepresidentejoaogoulart_rj@educacao.rj.gov.br
33077185;METROPOLITANA VI;RIO DE JANEIRO;CE SENADOR TEOTONIO VILELA;cesenadorteotoniovilela@educacao.rj.gov.br
33077363;METROPOLITANA VI;RIO DE JANEIRO;CE ALBERTO RANGEL;cealbertorangel@educacao.rj.gov.br
33077371;METROPOLITANA VI;RIO DE JANEIRO;CE ALINA DE BRITTO;cealinadebrito@educacao.rj.gov.br
33077436;METROPOLITANA VI;RIO DE JANEIRO;CE DESEMBARGADOR NEY PALMEIRO;cedneypalmeiro@educacao.rj.gov.br
33077452;METROPOLITANA VI;RIO DE JANEIRO;CE EMBAIXADOR DIAS CARNEIRO;ceediascarneiro@educacao.rj.gov.br
33077487;METROPOLITANA VI;RIO DE JANEIRO;CE FREDERICO EYER;cefredericoeyer@educacao.rj.gov.br
33077495;METROPOLITANA VI;RIO DE JANEIRO;CE GENERAL CARLOS MIRAGAYA;cegccmiragaya@educacao.rj.gov.br
33077509;METROPOLITANA VI;RIO DE JANEIRO;CE HONDURAS;cehonduras@educacao.rj.gov.br
33077525;METROPOLITANA VI;RIO DE JANEIRO;CE MARECHAL CANROBERT PEREIRA DA COSTA;cemcpc@educacao.rj.gov.br
33077568;METROPOLITANA VI;RIO DE JANEIRO;CE ROSA DO POVO;cerosadopovo@educacao.rj.gov.br
33077576;METROPOLITANA VI;RIO DE JANEIRO;CE VICTOR HUGO;cevictorhugo@educacao.rj.gov.br 
33086427;METROPOLITANA VI;RIO DE JANEIRO;CE AUGUSTO RUSCHI;ceaugustoruschi@educacao.rj.gov.br
33087644;METROPOLITANA VI;RIO DE JANEIRO;CE VICENTE JANNUZZI;cevicentejanuzzi@educacao.rj.gov.br
33087717;METROPOLITANA VI;RIO DE JANEIRO;CE ALBERT EINSTEIN;cealberteinstein@educacao.rj.gov.br
33087725;METROPOLITANA VI;RIO DE JANEIRO;CE GILSON AMADO;cegilsonamado@educacao.rj.gov.br
33087733;METROPOLITANA VI;RIO DE JANEIRO;CE GOLDA MEIR;cegoldameir@educacao.rj.gov.br
33087750;METROPOLITANA VI;RIO DE JANEIRO;CE ALMIRANTE TAMANDARE;cetamandare@educacao.rj.gov.br
33097283;METROPOLITANA VI;RIO DE JANEIRO;CIEP 321 DOUTOR ULISSES GUIMARAES;ciep321@educacao.rj.gov.br
33102210;METROPOLITANA VI;RIO DE JANEIRO;CIEP 241 NACAO MANGUEIRENSE GOVERNADOR LEONEL DE MOURA BRIZOLA;ciep241@educacao.rj.gov.br
33105065;METROPOLITANA VI;RIO DE JANEIRO;CAIC EUCLYDES DA CUNHA;caiceuclidesdacunha@educacao.rj.gov.br
33105103;METROPOLITANA VI;RIO DE JANEIRO;CIEP 303 AYRTON SENNA DA SILVA;ciep303@educacao.rj.gov.br
33110638;METROPOLITANA VI;RIO DE JANEIRO;CIEP 205 FREI AGOSTINHO FINCIAS;ciep205@educacao.rj.gov.br
33125805;METROPOLITANA VI;RIO DE JANEIRO;CE PROFESSOR TEOFILO MOREIRA DA COSTA;ceprofteofilomoreiracosta@educacao.rj.gov.br
33126105;METROPOLITANA VI;RIO DE JANEIRO;CE FINLANDIA;cefinlandia@educacao.rj.gov.br
33126224;METROPOLITANA VI;RIO DE JANEIRO;CE HERBERT DE SOUZA;ceherbertdesouza@educacao.rj.gov.br
33126232;METROPOLITANA VI;RIO DE JANEIRO;CE COMPOSITOR LUIZ GONZAGA;cecompositorluizgonzaga@educacao.rj.gov.br
33126755;METROPOLITANA VI;RIO DE JANEIRO;CE MONTEIRO DE CARVALHO;cemonteirodecarvalho@educacao.rj.gov.br
33126941;METROPOLITANA VI;RIO DE JANEIRO;CE CHIQUINHA GONZAGA;cechiquinhagonzaga@educacao.rj.gov.br
33134049;METROPOLITANA VI;RIO DE JANEIRO;CE PROFESSORA MARIA TEREZINHA DE CARVALHO MACHADO;cemat@educacao.rj.gov.br
33138648;METROPOLITANA VI;RIO DE JANEIRO;CE STELLA MATUTINA;cestellamatutina@educacao.rj.gov.br
33173010;METROPOLITANA VI;RIO DE JANEIRO;CE JORNALISTA MAURICIO AZEDO;cejornalistamauricioazedo@educacao.rj.gov.br
33271208;METROPOLITANA VI;RIO DE JANEIRO;CE JOSE LEITE LOPES;cejllnave@educacao.rj.gov.br
33439222;METROPOLITANA VI;RIO DE JANEIRO;CE COMPOSITOR LUIZ CARLOS DA VILA;cecompositorluizcarlosdavila@educacao.rj.gov.br
33046247;METROPOLITANA VII;BELFORD ROXO;CE GUSTAVO BARROSO;cegustavobarroso@educacao.rj.gov.br
33046263;METROPOLITANA VII;BELFORD ROXO;CAIC 1003 DONA DARCY VARGAS;caic1003@educacao.rj.gov.br
33046514;METROPOLITANA VII;BELFORD ROXO;CIEP 178 JOAO SALDANHA;ciep178@educacao.rj.gov.br
33046522;METROPOLITANA VII;BELFORD ROXO;CIEP 314 GALILEU GALILEI;ciep314@educacao.rj.gov.br
33046530;METROPOLITANA VII;BELFORD ROXO;CIEP 316 GENERAL LADARIO PEREIRA TELLES;ciep316@educacao.rj.gov.br
33046565;METROPOLITANA VII;BELFORD ROXO;CIEP 375 WILSON GREY;ciep375@educacao.rj.gov.br
33046573;METROPOLITANA VII;BELFORD ROXO;CIEP 376 CLAUDIO COUTINHO;ciep376@educacao.rj.gov.br
33046581;METROPOLITANA VII;BELFORD ROXO;CIEP 377 CARMEM DA SILVA;ciep377@educacao.rj.gov.br
33046603;METROPOLITANA VII;BELFORD ROXO;CIEP 037 ERNESTO GUEVARA;ciep037@educacao.rj.gov.br
33046620;METROPOLITANA VII;BELFORD ROXO;CIEP 374 AUGUSTO RODRIGUES;ciep374@educacao.rj.gov.br
33046646;METROPOLITANA VII;BELFORD ROXO;CIEP 197 MINISTRO MARCOS DE BARROS FREIRE;ciep197@educacao.rj.gov.br
33046654;METROPOLITANA VII;BELFORD ROXO;CIEP 112 MONSENHOR SOLANO DANTAS DE MENEZES;ciep112@educacao.rj.gov.br
33046662;METROPOLITANA VII;BELFORD ROXO;CIEP 116 VILA MAIA;ciep116@educacao.rj.gov.br
33046743;METROPOLITANA VII;BELFORD ROXO;CE ALICE PACCINI GELIO;cealicepaccinigelio@educacao.rj.gov.br
33046751;METROPOLITANA VII;BELFORD ROXO;CE BAIRRO NOVA AURORA;cebairronovaaurora@educacao.rj.gov.br
33046778;METROPOLITANA VII;BELFORD ROXO;CE JARDIM GLAUCIA;cejardimglaucia@educacao.rj.gov.br
33046786;METROPOLITANA VII;BELFORD ROXO;CE PRESIDENTE KENNEDY;cepresidentekennedy@educacao.rj.gov.br
33046794;METROPOLITANA VII;BELFORD ROXO;CE RICARDA LEON;cericardaleon@educacao.rj.gov.br
33046808;METROPOLITANA VII;BELFORD ROXO;CE SARGENTO WOLFF;cesargentowolff@educacao.rj.gov.br
33046816;METROPOLITANA VII;BELFORD ROXO;CE SANTA AMELIA;cesantaamelia@educacao.rj.gov.br
33046824;METROPOLITANA VII;BELFORD ROXO;CE TENENTE OTAVIO PINHEIRO;ceotaviopinheiro@educacao.rj.gov.br
33046867;METROPOLITANA VII;BELFORD ROXO;CE BOM PASTOR;sonianunes@educacao.rj.gov.br
33047243;METROPOLITANA VII;BELFORD ROXO;CE BAIRRO JARDIM AMERICA;cebairrojamerica@educacao.rj.gov.br
33047251;METROPOLITANA VII;BELFORD ROXO;EE CASTRO ALVES;eecastroalves@educacao.rj.gov.br
33047278;METROPOLITANA VII;BELFORD ROXO;CE MARCILIO DIAS;cemarciliodias@educacao.rj.gov.br
33047286;METROPOLITANA VII;BELFORD ROXO;CIEP 210 MARIO ALVES DE SOUZA VIEIRA;ciep210@educacao.rj.gov.br
33047294;METROPOLITANA VII;BELFORD ROXO;CE NOVA ALVORADA;eenovaalvorada@educacao.rj.gov.br
33047308;METROPOLITANA VII;BELFORD ROXO;CE PAULINO BARBOSA;cepaulinobarbosa@educacao.rj.gov.br
33047316;METROPOLITANA VII;BELFORD ROXO;CE PRESIDENTE JOAO GOULART;cepresidentejoaogoulart@educacao.rj.gov.br
